Station,moyenne_NB_VALD_hebdo_période_jo_2022_par_ligne,moyenne_NB_VALD_hebdo_période_jo_2022_par_ligne_par_direction,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,nombre_validations_totales_pour_la_ligne,00:00-01:00,01:00-02:00,02:00-03:00,03:00-04:00,04:00-05:00,05:00-06:00,06:00-07:00,07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00,22:00-23:00,23:00-00:00
porte de vanves,1143.1660628019324,571.5830314009662,13,nan,nan,nan,nan,44469.853454053715,4.61,1.3,0.07,0.01,0.0,5.18,10.84,21.69,36.21,32.42,28.3,30.240000000000002,32.37,32.28,31.46,32.51,35.64,41.18,39.19,30.95,21.34,13.95,10.18,8.11
sentier,785.4614918132202,392.7307459066101,3,nan,nan,nan,nan,44469.853454053715,16.23,6.220000000000001,0.17,0.0,0.0,1.0,2.1,5.61,14.22,14.77,13.440000000000001,18.35,23.23,25.67,28.92,35.55,41.74,51.58,57.25,45.49,28.9,21.4,23.53,24.61
pernety,692.3357619914997,346.16788099574984,13,nan,nan,nan,nan,44469.853454053715,5.99,1.92,0.09,0.01,0.0,3.69,8.9,21.05,42.71,36.5,28.96,29.52,30.310000000000002,31.1,33.18,33.91,33.31,34.66,34.29,31.53,21.05,13.67,12.71,10.959999999999999
carrefour pleyel,557.9214850882532,278.9607425441266,13,nan,nan,nan,nan,44469.853454053715,3.4,1.46,0.1,0.0,0.05,4.69,12.42,20.57,26.5,28.0,27.41,27.48,30.05,31.130000000000003,30.52,33.97,48.79,57.68,45.3,28.87,16.22,10.19,8.39,6.779999999999999
temple,274.11786148238156,137.05893074119078,3,nan,nan,nan,nan,44469.853454053715,8.379999999999999,3.08,0.18,0.0,0.05,1.4,2.65,6.59,18.14,18.14,16.14,21.27,29.15,30.97,35.019999999999996,43.51,48.21,55.42,53.019999999999996,41.730000000000004,23.51,15.52,14.55,13.39
havre-caumartin,650.5271739130435,325.26358695652175,3,9,nan,nan,nan,44469.853454053715,5.18,0.96,0.01,0.0,0.01,1.46,2.11,5.32,10.89,11.27,11.9,18.11,26.509999999999998,28.89,31.14,39.81,48.67,58.71,67.87,56.040000000000006,36.84,14.16,13.23,10.93
gambetta,785.4966767371601,392.74833836858005,3,3bis,nan,nan,nan,44469.853454053715,4.98,2.09,0.15,0.0,0.0,5.32,9.23,18.529999999999998,36.89,35.160000000000004,29.05,31.26,32.98,32.03,35.45,36.4,37.17,38.230000000000004,36.230000000000004,29.76,18.33,12.12,10.21,8.37
gabriel peri,1262.5094110503946,631.2547055251973,13,nan,nan,nan,nan,44469.853454053715,3.24,0.79,0.02,0.0,0.0,7.05,15.01,29.43,43.35,35.769999999999996,28.76,29.080000000000002,29.67,30.43,31.64,31.95,34.54,38.88,38.49,29.48,18.4,11.34,7.23,5.4
miromesnil,650.9293939393939,325.46469696969694,9,13,nan,nan,nan,44469.853454053715,8.08,2.75,0.05,0.01,0.05,1.5,4.3,9.05,13.77,15.64,15.96,21.68,29.35,26.47,30.14,37.129999999999995,44.97,60.25,65.41,47.45,26.32,13.69,14.06,11.9
invalides,420.6931090094429,210.34655450472144,8,13,nan,nan,nan,44469.853454053715,3.55,0.53,0.1,0.14,0.6,5.12,5.02,6.66,10.32,12.79,11.55,17.54,22.2,22.89,26.61,33.91,49.42,66.74,72.48,50.65,31.41,21.619999999999997,16.52,11.57
pere lachaise,530.4607250755287,265.23036253776434,2,3,nan,nan,nan,44469.853454053715,5.79,2.21,0.14,0.0,0.0,6.71,10.64,16.96,28.28,26.42,24.450000000000003,28.14,31.84,32.08,33.17,37.44,40.99,45.33,40.69,31.68,21.57,14.21,11.69,9.52
saint-denis-porte de paris,985.0685679611651,492.53428398058253,13,nan,nan,nan,nan,44469.853454053715,8.48,1.52,0.04,0.0,0.0,9.29,23.15,41.43,39.73,31.700000000000003,26.39,25.509999999999998,25.5,27.1,27.63,28.87,30.52,33.91,31.240000000000002,24.23,17.59,13.11,14.469999999999999,18.6
duroc,398.6449363250455,199.32246816252274,10,13,nan,nan,nan,44469.853454053715,7.76,2.37,0.1,0.0,0.01,1.1600000000000001,3.54,12.57,22.14,22.03,20.54,24.15,30.66,28.93,32.43,37.32,44.43,48.21,48.629999999999995,44.519999999999996,27.119999999999997,16.09,13.55,11.719999999999999
saint-maur,676.2833737864078,338.1416868932039,3,nan,nan,nan,nan,44469.853454053715,8.44,3.71,0.21000000000000002,0.02,0.04,2.87,5.9,13.38,30.0,29.28,22.95,27.18,29.92,29.7,32.79,37.68,40.870000000000005,43.519999999999996,41.699999999999996,35.08,23.169999999999998,16.09,13.33,12.15
bourse,690.5636031649422,345.2818015824711,3,nan,nan,nan,nan,44469.853454053715,15.14,6.41,0.13,0.0,0.01,1.9100000000000001,2.88,4.52,9.14,9.95,11.129999999999999,16.38,25.41,25.92,30.11,37.65,45.52,58.93,66.0,43.67,25.1,19.0,21.18,23.85
gaite,525.6761329305136,262.8380664652568,13,nan,nan,nan,nan,44469.853454053715,13.059999999999999,3.69,0.11000000000000001,0.0,0.0,1.3399999999999999,4.16,12.42,26.86,23.1,18.26,20.79,24.060000000000002,25.47,30.28,36.72,38.71,42.84,43.2,37.97,26.64,20.89,23.68,25.8
brochant,475.70151975683893,237.85075987841947,13,nan,nan,nan,nan,44469.853454053715,7.15,2.0700000000000003,0.12,0.0,0.0,3.35,9.95,19.32,34.8,33.07,26.880000000000003,28.47,31.02,31.26,32.72,33.82,33.76,36.88,36.69,34.81,23.23,14.73,13.57,12.38
wagram,522.7664851784634,261.3832425892317,3,nan,nan,nan,nan,44469.853454053715,3.63,1.4300000000000002,0.1,0.0,0.01,1.86,4.51,12.16,26.16,28.189999999999998,25.53,29.78,35.14,34.21,34.5,37.5,39.59,47.13,47.83,40.0,22.2,10.86,9.79,7.89
saint-francois-xavier,389.125,194.5625,13,nan,nan,nan,nan,44469.853454053715,5.9799999999999995,2.02,0.1,0.0,,1.4100000000000001,3.63,9.39,21.96,21.330000000000002,20.79,25.03,37.02,29.66,32.1,38.29,46.82,58.34,50.45,39.15,23.25,12.55,11.01,9.73
quatre-septembre,434.6767738023044,217.3383869011522,3,nan,nan,nan,nan,44469.853454053715,8.74,2.7700000000000005,0.09,0.0,0.03,0.79,1.7000000000000002,3.63,7.79,9.6,9.91,13.95,23.45,27.25,33.3,40.86,43.269999999999996,57.23,68.66,49.24,30.43,22.41,26.240000000000002,18.69
liege,360.36764705882354,180.18382352941177,13,nan,nan,nan,nan,44469.853454053715,6.09,2.4,0.04,0.0,0.0,1.54,6.39,11.08,25.99,27.35,25.459999999999997,28.91,32.4,27.75,30.1,33.5,39.370000000000005,48.44,48.629999999999995,39.82,22.53,13.76,16.08,12.35
republique,735.2643246517262,367.6321623258631,3,5,8,9.0,11.0,44469.853454053715,13.25,5.19,0.15,0.02,0.03,2.6,3.35,7.84,16.89,16.91,16.759999999999998,20.66,26.04,28.61,32.64,38.42,42.22,48.75,47.650000000000006,40.31,26.59,22.130000000000003,22.07,20.89
basilique de saint-denis,348.5495923913044,174.2747961956522,13,nan,nan,nan,nan,44469.853454053715,1.98,0.3,0.05,0.04,0.73,5.35,9.399999999999999,31.380000000000003,58.45,36.94,28.91,30.95,29.1,29.11,33.36,34.14,36.42,39.92,33.92,25.82,14.12,8.43,6.61,4.609999999999999
plaisance,1134.947463768116,567.473731884058,13,nan,nan,nan,nan,44469.853454053715,4.13,1.31,0.03,0.0,0.0,5.8,10.04,22.39,38.5,32.730000000000004,27.240000000000002,29.39,30.61,31.63,33.21,34.61,37.11,39.72,38.269999999999996,32.66,22.15,12.530000000000001,8.94,7.01
porte de bagnolet,965.8242574257425,482.91212871287127,3,nan,nan,nan,nan,44469.853454053715,3.6100000000000003,1.58,0.32,0.01,0.05,6.119999999999999,10.44,22.74,38.67,34.75,31.13,32.0,31.82,32.480000000000004,35.2,36.86,36.82,38.239999999999995,34.480000000000004,28.32,18.66,12.030000000000001,7.95,5.77
louise michel,846.1993957703927,423.09969788519635,3,nan,nan,nan,nan,44469.853454053715,3.64,1.05,0.06,0.0,0.0,2.35,5.82,15.25,34.01,29.21,24.72,28.22,31.88,32.2,34.36,37.39,37.53,46.11,46.31,37.62,23.33,12.09,9.95,6.93
malakoff-plateau de vanves,773.7382103990326,386.8691051995163,13,nan,nan,nan,nan,44469.853454053715,2.93,1.02,0.09,0.0,0.0,3.69,9.44,21.46,41.12,34.66,30.16,30.81,32.71,33.02,34.33,35.59,34.75,39.62,41.65,31.21,18.21,9.74,7.869999999999999,5.92
guy moquet,894.2407519708914,447.1203759854457,13,nan,nan,nan,nan,44469.853454053715,5.08,2.09,0.06,0.0,0.0,2.9,8.39,19.1,37.29,35.68,28.84,31.2,32.93,33.07,33.44,34.54,35.67,37.81,36.78,33.77,20.830000000000002,12.24,9.86,8.41
champs-elysees-clemenceau,318.08373786407765,159.04186893203882,1,13,nan,nan,nan,44469.853454053715,15.469999999999999,5.89,0.09,0.0,0.02,3.31,4.93,4.65,5.4,6.78,7.62,12.98,19.48,20.09,24.47,34.39,47.75,62.33,67.17999999999999,52.39,31.77,25.55,24.32,23.1
les agnettes,610.8747720364742,305.4373860182371,13,nan,nan,nan,nan,44469.853454053715,2.65,0.77,0.04,0.0,0.0,9.27,18.41,34.29,49.12,37.33,28.94,30.07,30.509999999999998,31.25,31.45,32.0,33.13,34.57,31.37,25.58,17.1,10.05,7.16,5.0
la fourche,550.6411192214111,275.3205596107056,13,nan,nan,nan,nan,44469.853454053715,7.98,3.66,0.13,0.0,0.0,3.29,8.11,16.52,31.779999999999998,29.03,24.92,27.97,31.09,30.92,31.75,33.81,36.3,40.81,40.02,37.61,24.240000000000002,15.98,12.67,11.379999999999999
malesherbes,440.0919050517346,220.0459525258673,3,nan,nan,nan,nan,44469.853454053715,4.390000000000001,1.7000000000000002,0.16999999999999998,0.0,0.01,1.3,3.54,8.91,21.09,24.41,25.72,30.92,43.71,33.07,33.8,38.230000000000004,42.620000000000005,47.54,49.17,40.03,21.439999999999998,10.96,10.06,7.26
varenne,270.4706948640483,135.23534743202416,13,nan,nan,nan,nan,44469.853454053715,6.08,2.24,0.09,0.0,0.0,1.05,3.29,8.41,12.98,15.14,13.36,19.62,30.96,29.72,32.94,39.96,55.5,69.74,68.24,34.46,17.61,11.87,10.16,16.57
pelleport,66.58699808795411,33.29349904397706,3bis,nan,nan,nan,nan,44469.853454053715,2.36,1.48,0.66,0.01,0.16,4.5,8.21,20.46,40.01,31.85,29.07,31.62,34.41,34.16,38.75,38.7,38.39,37.43,38.51,29.29,16.060000000000002,11.18,5.779999999999999,6.98
saint-lazare,3723.211352657005,1861.6056763285026,3,9,12,13.0,14.0,44469.853454053715,8.620000000000001,0.1,0.01,0.01,0.12,3.15,9.6,20.07,20.19,15.33,13.56,16.27,20.32,22.21,23.72,29.05,39.08,57.36,63.81,51.34,34.47,21.65,16.09,13.86
chatillon-montrouge,1543.318236714976,771.659118357488,13,nan,nan,nan,nan,44469.853454053715,2.28,0.61,0.02,0.0,0.0,4.92,12.21,27.89,48.67,35.43,28.29,29.24,29.34,30.54,32.19,32.62,34.96,41.77,41.56,29.17,16.87,9.27,6.52,5.609999999999999
mairie de saint-ouen,423.0621905940594,211.5310952970297,13,14,nan,nan,nan,44469.853454053715,7.75,2.71,0.19,0.01,0.01,11.459999999999999,26.18,51.14,66.81,59.44,52.230000000000004,54.09,58.3,60.43,62.26,67.36,77.62,93.8,89.63,63.45,40.8,24.3,16.35,13.66
mairie de clichy,1265.3771983020013,632.6885991510006,13,nan,nan,nan,nan,44469.853454053715,4.17,1.09,0.07,0.0,0.0,5.84,11.53,23.97,35.56,32.76,27.43,29.61,30.939999999999998,30.869999999999997,32.71,34.0,36.53,42.29,40.65,32.62,19.96,11.99,8.58,6.83
villiers,583.7161916312917,291.85809581564587,2,3,nan,nan,nan,44469.853454053715,6.53,1.88,0.1,0.01,0.01,1.46,3.4000000000000004,9.91,25.03,25.740000000000002,22.44,27.080000000000002,34.42,32.76,33.27,37.39,40.1,43.72,45.97,42.67,26.71,14.649999999999999,12.93,11.77
porte des lilas,330.05679758308156,165.02839879154078,3bis,11,nan,nan,nan,44469.853454053715,5.220000000000001,1.8599999999999999,0.2,0.03,0.3,5.02,9.8,21.0,30.490000000000002,28.3,27.79,28.619999999999997,31.310000000000002,32.54,34.02,36.32,39.7,48.95,41.3,31.52,19.11,11.48,8.44,6.619999999999999
pont de levallois-becon,1025.0857487922706,512.5428743961353,3,nan,nan,nan,nan,44469.853454053715,4.01,1.52,0.1,0.01,0.11,3.29,5.47,14.26,30.189999999999998,28.14,24.07,28.28,30.8,29.87,32.04,35.21,39.940000000000005,50.47,55.650000000000006,37.85,20.2,10.950000000000001,9.8,7.76
arts et metiers,439.6468446601942,219.8234223300971,3,11,nan,nan,nan,44469.853454053715,10.43,4.34,0.16999999999999998,0.01,0.01,1.35,2.0,5.8100000000000005,15.200000000000001,17.38,16.14,20.439999999999998,25.9,28.25,31.63,40.55,44.51,52.63,53.5,44.14,28.47,20.48,20.65,15.99
anatole france,822.5601208459215,411.28006042296073,3,nan,nan,nan,nan,44469.853454053715,3.0,1.19,0.04,0.0,0.0,2.3,5.55,15.700000000000001,33.59,30.11,25.13,29.36,31.7,30.07,33.83,34.97,39.379999999999995,47.160000000000004,51.68,40.36,20.810000000000002,10.48,7.76,5.8
porte de champerret,551.9443436176648,275.9721718088324,3,nan,nan,nan,nan,44469.853454053715,4.45,1.48,0.03,0.0,0.01,3.7199999999999998,8.629999999999999,17.94,34.08,31.32,27.45,30.71,33.86,33.43,35.0,37.17,38.230000000000004,41.53,40.48,31.67,21.2,11.620000000000001,9.31,6.67
parmentier,665.8549757281553,332.92748786407765,3,nan,nan,nan,nan,44469.853454053715,13.690000000000001,6.52,0.19,0.0,0.03,3.3600000000000003,5.6899999999999995,12.64,29.61,28.74,21.72,23.84,27.7,29.18,31.43,35.629999999999995,36.45,39.79,40.07,35.15,23.08,17.79,18.59,19.14
garibaldi,588.2187120291616,294.1093560145808,13,nan,nan,nan,nan,44469.853454053715,4.15,1.33,0.06,0.0,0.0,5.800000000000001,14.450000000000001,27.15,33.62,33.269999999999996,29.39,30.35,32.28,32.44,33.1,33.53,34.59,38.97,38.68,29.1,19.32,11.81,9.63,6.96
malakoff-rue etienne dolet,487.44283121597095,243.72141560798548,13,nan,nan,nan,nan,44469.853454053715,2.4,0.8300000000000001,0.09,0.0,0.0,4.32,11.58,27.060000000000002,46.239999999999995,36.69,29.71,30.42,30.47,30.810000000000002,33.32,33.51,34.59,43.1,41.24,28.0,15.65,8.94,6.14,4.88
europe,386.61841308298,193.30920654149,3,nan,nan,nan,nan,44469.853454053715,5.84,2.9299999999999997,0.18,0.01,0.01,1.45,3.3000000000000003,9.64,24.419999999999998,27.21,24.59,27.8,36.28,30.990000000000002,32.04,35.370000000000005,37.12,44.89,50.22,43.36,26.9,13.95,11.76,9.7
saint-fargeau,162.19118559900681,81.09559279950341,3bis,nan,nan,nan,nan,44469.853454053715,2.49,0.81,0.12,0.0,0.03,4.89,11.25,27.669999999999998,44.43,39.69,33.230000000000004,33.38,32.7,34.54,35.879999999999995,35.01,33.31,35.84,35.3,25.36,15.76,8.66,5.3100000000000005,4.359999999999999
